host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
65050972,Ricardo,Barra da Tijuca,Entire home/apt,736,1,0,1,365
84571304,João Paulo,Barra da Tijuca,Private room,398,2,0,1,364
69490184,Flávia,Jacarepaguá,Entire home/apt,300,1,2,1,365
72314343,Marcio Mauro,Recreio dos Bandeirantes,Entire home/apt,1198,1,0,1,89
52454205,Luis,Barra da Tijuca,Entire home/apt,398,3,1,3,363
13903917,George,Barra da Tijuca,Entire home/apt,901,6,1,4,365
13266529,Cristiane,Barra da Tijuca,Entire home/apt,222,1,40,1,270
42319229,Arthur,Barra da Tijuca,Entire home/apt,1499,10,0,1,364
2239887,Maria,Barra da Tijuca,Private room,169,5,2,2,363
167701378,Samira,Jacarepaguá,Private room,79,1,6,1,322
30436023,Alice,Recreio dos Bandeirantes,Private room,240,1,1,3,365
4005407,Erika,Barra da Tijuca,Entire home/apt,950,4,0,38,364
83311906,Luis Gustavo,Camorim,Entire home/apt,849,1,0,1,364
75460480,Tania Regina,Gávea,Private room,131,2,8,1,361
114159300,Aldamara,Tijuca,Private room,79,1,5,3,179
10993271,Maria,Laranjeiras,Private room,79,2,4,2,12
5340461,Maria Ignez,Tijuca,Private room,199,1,0,3,365
64523204,Marcos,Recreio dos Bandeirantes,Entire home/apt,800,30,0,1,365
88780063,Paulo,Jardim Botânico,Private room,79,2,29,1,340
60813658,Marcos,Recreio dos Bandeirantes,Entire home/apt,342,2,4,1,340
143230988,Andre Leal,Recreio dos Bandeirantes,Entire home/apt,229,1,1,2,179
1919724,Lucinha E Alfredo,Cosme Velho,Private room,146,2,14,1,317
18681082,Helen,Barra da Tijuca,Entire home/apt,300,1,1,2,364
47902320,Herminia,Barra da Tijuca,Entire home/apt,229,2,0,3,283
81534835,Aline,Camorim,Entire home/apt,597,15,0,1,365
62715407,Patricia Maria De Castro,Barra da Tijuca,Entire home/apt,259,2,0,1,309
1747731,Ubiratan,Barra da Tijuca,Entire home/apt,267,7,1,1,279
5464628,Marilia,Barra da Tijuca,Entire home/apt,177,2,10,1,216
16044178,Kita,Vidigal,Shared room,41,2,1,4,365
2064534,Paolla,Barra da Tijuca,Shared room,75,2,2,6,322
54605389,Ricardo,Barra da Tijuca,Entire home/apt,2851,1,0,1,365
55048536,Jackeline,Jacarepaguá,Entire home/apt,901,1,0,2,365
8035162,Luciana,Recreio dos Bandeirantes,Entire home/apt,1119,7,0,2,365
18566784,Alessandra,Barra da Tijuca,Entire home/apt,297,2,9,1,365
781255,Mozart,Barra da Tijuca,Entire home/apt,500,1,0,2,365
76168982,Daniel,Barra da Tijuca,Entire home/apt,699,3,0,1,89
212670895,BellaMiñana,Jacarepaguá,Private room,109,1,0,2,288
169063522,Rodrigo,Jacarepaguá,Private room,64,1,1,2,65
189535285,Reserva,Recreio dos Bandeirantes,Entire home/apt,500,1,0,3,172
179389365,Edson,Jacarepaguá,Entire home/apt,169,2,2,1,172
8052732,Marcos,Centro,Entire home/apt,199,1,0,1,364
12351937,Peter,Recreio dos Bandeirantes,Entire home/apt,289,10,0,1,364
65873930,Ana Luiza,Recreio dos Bandeirantes,Private room,169,1,0,1,364
91654021,Daniel,Barra da Tijuca,Entire home/apt,462,3,0,213,365
159726306,Harley,Recreio dos Bandeirantes,Entire home/apt,210,10,1,2,358
6416236,Stefano,Jardim Botânico,Entire home/apt,398,2,15,1,177
87357438,Leo Lima &,Jardim Botânico,Entire home/apt,105,2,19,1,54
82467018,Tiago Afonso,Grajaú,Private room,207,1,0,1,365
10211766,Mariana,Recreio dos Bandeirantes,Entire home/apt,162,2,1,2,183
588596,Fabiana,Recreio dos Bandeirantes,Entire home/apt,939,7,0,1,365
2559088,Kerlon,Freguesia (Jacarepaguá),Private room,90,3,0,2,364
86590060,Lea,Irajá,Entire home/apt,815,10,0,1,363
12417054,Bruno,Rocha Miranda,Entire home/apt,101,1,0,1,12
80746723,Alan,Quintino Bocaiúva,Private room,38,1,33,1,349
11357885,Rafael,Urca,Entire home/apt,500,5,0,1,365
151534448,Glaucia,Quintino Bocaiúva,Private room,94,1,0,1,365
11337597,Marco & Neca,Urca,Entire home/apt,98,2,126,2,57
11665561,Eduardo,Urca,Entire home/apt,79,2,137,1,331
33851883,Bernardo,Madureira,Private room,146,2,1,2,89
118999708,Karine,Água Santa,Private room,90,1,0,2,180
47717561,Alex,Recreio dos Bandeirantes,Entire home/apt,398,7,0,1,87
86069261,Francisca,Centro,Entire home/apt,10002,1,0,2,365
15858366,Violeta,Centro,Entire home/apt,180,2,0,4,364
75184382,Glaucia,Grajaú,Private room,252,3,0,1,365
52760632,Adriane,Gávea,Private room,500,4,0,1,365
504384,Thaís,Copacabana,Entire home/apt,180,7,4,1,284
3720594,Rubens,Copacabana,Entire home/apt,1044,3,13,1,365
10785754,Marco,Copacabana,Entire home/apt,139,2,39,1,233
8975746,Laura,Copacabana,Entire home/apt,218,3,0,40,364
16588046,Vanessa,Copacabana,Entire home/apt,180,5,2,2,365
7623791,Irenice,Copacabana,Entire home/apt,252,7,2,1,365
9828190,Dirce,Leme,Entire home/apt,300,3,18,1,358
13815027,Danillo,Copacabana,Entire home/apt,4999,17,0,1,179
22220675,Mauro,Copacabana,Entire home/apt,188,2,8,1,363
13222619,Livia,Copacabana,Entire home/apt,252,3,0,1,66
44940240,Daniel,Leme,Shared room,71,2,0,10,365
81878149,Sergio,Copacabana,Private room,139,1,59,1,155
152312131,Thiago,Copacabana,Entire home/apt,162,2,4,1,173
59709349,Andrea P.,Copacabana,Entire home/apt,3500,1,0,9,365
57539027,Sonia,Copacabana,Private room,131,4,32,2,55
71469900,João Pedro,Leme,Entire home/apt,300,1,1,2,79
68104711,Bernardo,Leme,Entire home/apt,481,3,1,1,89
152385284,João,Copacabana,Entire home/apt,1799,1,1,1,365
1423336,Flavia,Glória,Private room,150,4,0,2,90
4757654,Fabio,Glória,Private room,146,2,3,2,88
12447579,Pedro,Copacabana,Private room,150,1,0,3,364
91654021,Daniel,Leblon,Entire home/apt,744,2,0,213,365
16878305,Chy,Copacabana,Entire home/apt,349,1,1,3,360
8714028,Patricia & Carlos,Copacabana,Entire home/apt,590,2,46,1,228
26579061,Diogo,Humaitá,Private room,240,1,1,1,365
6794634,Renata,Humaitá,Private room,199,2,3,1,88
3443733,Daniel,Copacabana,Private room,192,1,5,1,365
13775073,Sonia,Humaitá,Entire home/apt,300,2,2,2,351
131784149,Hélio,Jacarepaguá,Entire home/apt,669,2,9,1,173
62150554,Anna,Gávea,Private room,101,2,4,1,180
160195609,Arasanz,Barra da Tijuca,Entire home/apt,222,2,5,6,363
34778377,Flavio,Barra da Tijuca,Entire home/apt,695,2,0,1,213
15082491,Carlos Eduardo,Jardim Botânico,Entire home/apt,992,1,0,1,365
157848745,Katya,Barra da Tijuca,Entire home/apt,252,2,1,13,344
150854912,Júlia,Recreio dos Bandeirantes,Private room,83,3,20,2,365
11010781,Anna Izabel,Jardim Botânico,Entire home/apt,285,2,3,1,99
15832382,Adriana,Saúde,Private room,98,2,4,1,0
26617029,Delurdes,Gávea,Entire home/apt,312,3,9,1,0
111277446,Diego,Humaitá,Entire home/apt,229,2,3,1,0
21492726,Neto,Barra da Tijuca,Entire home/apt,349,3,0,1,365
28621858,Bruno,Barra da Tijuca,Entire home/apt,372,4,2,2,178
3774356,Lisa,Urca,Entire home/apt,349,2,1,1,33
15273025,Vanessa,Recreio dos Bandeirantes,Entire home/apt,180,15,0,2,364
59896248,Monica,Leme,Entire home/apt,300,3,1,1,256
76407392,Priscila Maria,Freguesia (Jacarepaguá),Private room,71,3,0,1,363
64509812,Eduardo,Urca,Entire home/apt,199,2,90,1,100
10486509,Arno & Igor,Urca,Entire home/apt,98,2,82,6,102
89399472,Stefanie,Praça Seca,Private room,94,1,0,1,364
190258603,Flávia Regina,Freguesia (Jacarepaguá),Private room,331,1,4,1,90
182673766,Leticia,Barra da Tijuca,Entire home/apt,289,4,0,2,346
12245754,Patricia,Irajá,Private room,1330,1,0,1,365
45600384,Matheus,Grajaú,Private room,71,1,4,2,358
5695370,Ariana,Vila Kosmos,Private room,101,1,0,2,365
91654021,Daniel,Barra da Tijuca,Entire home/apt,346,3,0,213,365
40982171,Letícia,Freguesia (Jacarepaguá),Private room,162,1,3,3,363
3516371,Cecília,Jardim Botânico,Private room,1127,1,0,1,365
200024565,Cristina,Barra da Tijuca,Private room,199,1,0,1,365
19060767,Ronnie,Gamboa,Private room,188,1,0,5,323
2349513,Nubia,Vidigal,Entire home/apt,49,1,1,1,103
27006752,Ricardo,Ipanema,Entire home/apt,300,2,0,2,272
52809105,Patrícia,Jardim Botânico,Entire home/apt,300,1,0,1,83
101969577,Hostel,Praça da Bandeira,Shared room,101,30,0,1,365
164969403,Daeny,São Francisco Xavier,Shared room,41,30,0,1,365
2611521,Pedro Carlos,Praça da Bandeira,Shared room,180,1,0,1,358
62804455,Priscila,Jacarepaguá,Entire home/apt,500,1,0,1,365
55289246,Larry,Vidigal,Private room,101,1,0,10,365
82570380,Maria,Barra da Tijuca,Private room,1198,3,0,2,365
210353469,William,Rocha,Private room,38,1,0,1,180
10135413,Leonardo,Itanhangá,Entire home/apt,349,3,2,1,365
13328389,Cintia,Itanhangá,Entire home/apt,357,1,0,4,365
86607481,Jefferson,Jacarepaguá,Entire home/apt,999,1,0,1,364
54258085,Iná,Itanhangá,Entire home/apt,751,10,1,1,365
21741367,Marco,Praça da Bandeira,Entire home/apt,300,3,8,2,365
110548500,Pedro Enrique,Maracanã,Entire home/apt,101,1,4,2,349
158337869,Vinicius,Taquara,Entire home/apt,222,2,6,1,348
730751,Bruna,Maracanã,Entire home/apt,999,1,4,1,365
147191098,Jorge,Jacarepaguá,Entire home/apt,3500,1,0,30,365
71496772,Gabriel,Taquara,Entire home/apt,188,3,1,3,365
2771420,Brenda,Vila Isabel,Private room,199,1,1,1,231
94636583,Bia,Taquara,Private room,101,1,0,2,365
87786821,Diane,Maracanã,Private room,56,2,13,1,89
4376064,Alessandro,Vila Isabel,Entire home/apt,500,2,3,4,317
86403759,Rachel,Vila Isabel,Private room,79,5,0,1,89
180647846,Valter,Taquara,Entire home/apt,180,2,0,1,365
54210498,Liliane,Vila Isabel,Private room,120,2,0,2,365
6935063,Debora,São Francisco Xavier,Private room,49,1,0,1,363
102074576,Adriana,Jacarepaguá,Private room,34,365,0,1,365
83810184,Mariana,Curicica,Private room,563,1,0,2,365
67031625,Carmen,Jacarepaguá,Entire home/apt,1127,1,0,1,362
4506032,Maria,Alto da Boa Vista,Private room,563,1,0,1,365
2163079,Stanislas,São Conrado,Private room,90,1,0,8,344
543394,Paula,Estácio,Private room,90,1,0,3,365
54336073,Danilo,Itanhangá,Private room,192,1,0,5,365
76812198,Bruno Romanelli,Itanhangá,Private room,469,1,0,1,90
12017074,Isabel,Inhaúma,Shared room,131,1,0,3,253
66367908,Paulo,São Conrado,Private room,252,2,0,2,19
12008645,Raphaela,Recreio dos Bandeirantes,Entire home/apt,500,20,0,1,87
87553080,Tania,Jacarepaguá,Private room,357,3,0,2,363
39917627,Cilene Alves,São Conrado,Private room,421,1,0,1,365
52476780,Victor,Recreio dos Bandeirantes,Entire home/apt,601,1,0,1,364
58317691,Ana Maria,Barra da Tijuca,Entire home/apt,184,4,11,1,338
137710618,Vanessa,Recreio dos Bandeirantes,Private room,180,2,0,1,365
147847262,Flavio,Freguesia (Jacarepaguá),Entire home/apt,139,2,0,1,365
144655860,Anna Carolina,Vargem Grande,Entire home/apt,169,2,0,1,179
30543930,Ottorino & Veronica,Urca,Entire home/apt,3568,14,0,2,362
1498805,Eva,Urca,Entire home/apt,999,15,0,1,358
56367572,Ana,Freguesia (Jacarepaguá),Private room,300,3,0,2,364
4752369,Carol,Grajaú,Private room,101,1,1,4,180
69193389,Marcelo,Pechincha,Private room,109,1,0,2,364
188160832,Eliane,Freguesia (Jacarepaguá),Private room,41,1,1,1,83
11735700,Renata,Gardênia Azul,Private room,56,1,1,2,364
105735088,Isabela,Urca,Entire home/apt,331,5,0,1,249
40548604,Fernando,Vila da Penha,Entire home/apt,60,1,0,1,287
20906654,Vera,Penha,Entire home/apt,79,2,1,1,253
28719754,Adriano,Rocha Miranda,Entire home/apt,1100,1,0,1,365
68622354,Fernando,Grajaú,Private room,86,2,1,1,88
83807934,Wallace,Irajá,Entire home/apt,699,1,0,1,365
66201338,Leonardo,Ramos,Entire home/apt,376,1,0,1,89
10812304,Aniela,Jacarepaguá,Private room,500,2,0,6,365
82348133,Marion Tavares,Barra da Tijuca,Shared room,128,2,2,10,345
4069593,Maria Eugenia,Leme,Entire home/apt,548,2,6,3,364
62395390,Vinicius,Gardênia Azul,Private room,222,7,0,1,90
5422728,Alessandro,Recreio dos Bandeirantes,Private room,1300,2,0,1,365
48570713,Alessandra,Recreio dos Bandeirantes,Entire home/apt,300,2,12,1,363
150001252,Michelle,Recreio dos Bandeirantes,Private room,90,2,0,3,344
12106718,Glaucia,Recreio dos Bandeirantes,Private room,150,1,0,6,365
86296471,Renan,Recreio dos Bandeirantes,Entire home/apt,349,1,1,1,365
34002855,Rita,Recreio dos Bandeirantes,Private room,120,2,0,5,365
11488378,Luiz,Recreio dos Bandeirantes,Entire home/apt,500,3,0,1,365
121765497,Andre,Jacarepaguá,Entire home/apt,116,3,2,1,365
15175884,Aline,Recreio dos Bandeirantes,Entire home/apt,1499,1,0,1,365
99029697,Leonardo,Jacarepaguá,Entire home/apt,90,1,2,1,157
115459890,Mariana,Barra da Tijuca,Private room,120,1,0,3,89
50920886,Suzy,Recreio dos Bandeirantes,Entire home/apt,3001,1,0,1,365
77146003,Izabel,Jacarepaguá,Entire home/apt,101,1,6,2,0
73264409,Marcos Vinicius,Barra da Tijuca,Private room,94,1,3,1,365
80826667,José Adolfo,Centro,Private room,300,1,0,1,365
35487684,Alexandre,Centro,Entire home/apt,192,3,2,1,37
32351622,Henrique,Recreio dos Bandeirantes,Entire home/apt,391,1,0,1,364
54662278,Nathaly,Recreio dos Bandeirantes,Private room,177,3,0,4,364
2478172,Irene,Barra da Tijuca,Private room,252,2,0,1,347
56737759,Wilson,Recreio dos Bandeirantes,Private room,319,1,0,1,89
56403179,Alexandre,Recreio dos Bandeirantes,Private room,252,1,0,1,365
50118234,Beatriz,Recreio dos Bandeirantes,Entire home/apt,192,2,31,1,296
31278564,Maria\Alexandre\Luciene,Recreio dos Bandeirantes,Entire home/apt,199,2,22,3,329
58832003,Bruno,Recreio dos Bandeirantes,Entire home/apt,1499,15,0,1,365
86861820,Thiago,Recreio dos Bandeirantes,Entire home/apt,2501,8,0,1,365
4765935,Rafael,Barra da Tijuca,Entire home/apt,192,1,31,8,277
24686623,Sandra,Barra da Tijuca,Entire home/apt,237,2,50,1,306
54061626,Jaime,Barra da Tijuca,Entire home/apt,259,4,3,1,337
89916856,Fernanda,Recreio dos Bandeirantes,Private room,131,1,1,2,364
8669485,Adriano,Santa Teresa,Entire home/apt,3700,1,2,4,356
60667526,Walter,Recreio dos Bandeirantes,Private room,297,3,0,2,90
69480347,Nanci,Recreio dos Bandeirantes,Entire home/apt,252,2,2,1,364
79698460,Bruna,Barra da Tijuca,Entire home/apt,2501,20,0,1,362
46487203,Isabella,Gardênia Azul,Private room,120,1,0,1,362
7635950,Lais,Urca,Entire home/apt,349,2,2,1,116
12023444,Rachel,Urca,Entire home/apt,49,1,9,2,114
31179239,Georges,Urca,Entire home/apt,252,1,28,1,339
186493210,Bernardo,Urca,Entire home/apt,158,2,10,1,157
172631596,Ana Paula,Piedade,Entire home/apt,131,7,0,1,180
59646488,Raquel,Campinho,Entire home/apt,109,3,2,1,365
4418553,Erika,Anil,Private room,124,1,0,3,364
37736288,Allan,Freguesia (Jacarepaguá),Private room,60,1,0,1,365
78962940,Maria Kamila,Freguesia (Jacarepaguá),Private room,60,1,1,1,362
28349280,Paula,Anil,Private room,101,1,0,1,89
11863085,Rosa,Freguesia (Jacarepaguá),Private room,300,1,0,1,365
6836857,Vanessa,Praça Seca,Private room,64,1,0,2,365
5263542,Renato,Piedade,Private room,376,1,0,1,365
21779247,Geovana,Madureira,Private room,376,15,0,8,178
72646033,Neiva,Piedade,Private room,244,1,0,1,365
12498232,Eduardo,Cavalcanti,Private room,349,1,0,1,365
37903114,Marcio Julio,Senador Vasconcelos,Private room,101,1,0,1,365
15474020,Arnaldo,Pedra de Guaratiba,Entire home/apt,300,5,0,2,365
103691209,José,Praia da Bandeira,Private room,180,1,0,3,365
89330814,Joana,Praia da Bandeira,Private room,101,1,0,1,365
61002219,Susan,Barra da Tijuca,Entire home/apt,8000,5,0,1,90
513685,Carlos,Praça Seca,Private room,38,2,0,7,179
86518457,Claudio,Campinho,Private room,751,1,0,1,365
166069005,Stalimir,Quintino Bocaiúva,Private room,165,1,3,1,365
2714567,Marconi,Urca,Entire home/apt,94,2,31,2,346
5345698,Alessandra,Urca,Entire home/apt,300,4,2,1,232
30436797,Marina,Gardênia Azul,Entire home/apt,109,1,5,1,365
57181468,Thaynan,Quintino Bocaiúva,Private room,109,1,0,1,88
513685,Carlos,Praça Seca,Private room,101,2,3,7,365
53733528,Lygianne,Praça Seca,Private room,383,1,2,2,365
25227758,Manoel,Urca,Entire home/apt,180,3,1,1,365
59966398,Ivy,Freguesia (Jacarepaguá),Private room,146,2,0,1,365
5940834,Gabriela,Barra da Tijuca,Entire home/apt,199,2,0,1,363
58742425,Renata,Barra da Tijuca,Entire home/apt,1600,5,0,2,87
31658193,Gabriel,Barra da Tijuca,Entire home/apt,999,1,1,7,364
12990256,Izabela,Barra da Tijuca,Entire home/apt,901,1,1,1,365
82931865,Flávio,Freguesia (Jacarepaguá),Private room,338,3,0,2,87
9387742,Leandra,Tijuca,Private room,131,4,4,4,362
11735700,Renata,Gardênia Azul,Private room,94,1,4,2,364
67955,Fernanda,Leme,Private room,75,2,0,2,364
172394543,Jane,Pechincha,Private room,79,7,0,1,365
1729771,Lele,Urca,Private room,150,5,2,2,365
113902243,Ule,Penha,Private room,150,1,0,1,365
46375613,Milayde,Complexo do Alemão,Private room,45,1,0,1,229
110874279,Sílvio,Irajá,Private room,263,1,0,2,365
71180372,Sandra,Irajá,Private room,751,1,0,1,362
83130375,Vanessa,Brás de Pina,Private room,150,1,0,1,362
99994207,Lygia,Urca,Entire home/apt,210,1,0,1,49
45600384,Matheus,Grajaú,Private room,75,1,1,2,364
4242994,Mário,Irajá,Entire home/apt,60,4,0,1,365
8367288,Elza,Freguesia (Jacarepaguá),Private room,150,1,0,1,363
166161914,Iara,Urca,Entire home/apt,169,2,2,1,117
67710060,Jurema,Barra da Tijuca,Private room,90,1,2,2,356
63913590,Brenda,Campo Grande,Entire home/apt,849,20,0,1,365
71550943,Felipe,Guaratiba,Entire home/apt,150,1,0,1,363
12115199,Sheila,Guaratiba,Entire home/apt,297,30,0,3,365
64922906,Gilmar,Jardim Sulacap,Private room,376,7,0,2,180
157848745,Katya,Barra da Tijuca,Private room,252,2,2,13,365
576107,Pedro,Barra da Tijuca,Private room,139,1,52,7,365
26736656,Lanuza,Jardim Sulacap,Private room,300,1,1,3,364
10806043,Thiago,Guadalupe,Private room,207,1,0,1,363
78140890,Joao Claudio S.,Moneró,Private room,143,3,0,1,364
5762880,Andre,Bangu,Private room,203,1,0,1,365
4952837,Valeria,Bangu,Private room,747,1,0,1,365
52698775,Hugo,Santa Cruz,Entire home/apt,999,1,0,1,365
15595861,Regina Celi Lopes,Cocotá,Private room,252,1,0,2,365
52390537,Edna,Pedra de Guaratiba,Entire home/apt,372,1,0,1,365
77238249,Danny,Paciência,Entire home/apt,338,1,0,1,365
622729,Geraldo & Shalluan,Praça Seca,Private room,41,1,3,2,354
82017268,Marina,Pedra de Guaratiba,Private room,473,1,0,1,88
9562064,Karla Sumar,Guaratiba,Private room,120,2,0,2,364
82829037,Vanda,Copacabana,Private room,199,1,1,1,365
15645690,Maxime,Copacabana,Private room,184,2,2,2,365
39135642,Juliana,Leme,Entire home/apt,158,2,14,1,80
13354377,Eduardo,Copacabana,Private room,49,1,3,5,356
91654021,Daniel,Ipanema,Entire home/apt,338,3,0,213,365
7205004,Sonia,Leme,Entire home/apt,222,3,6,1,177
12183622,Regina,Leme,Entire home/apt,120,3,2,2,143
36943545,Sophie,Copacabana,Private room,199,2,0,1,26
50405416,Renan,Copacabana,Entire home/apt,349,5,41,1,99
47248185,Maria Luiza,Copacabana,Private room,150,3,0,5,365
6536977,Magaly,Copacabana,Entire home/apt,199,3,20,1,362
8575096,Gabriel,Leme,Entire home/apt,451,10,1,1,179
123621697,Marcus André,Leme,Entire home/apt,150,3,0,6,136
101653551,Rosangela,Copacabana,Entire home/apt,259,5,0,1,90
123621697,Marcus André,Leme,Entire home/apt,800,2,0,6,173
3746246,Lydie & Ghizlane,Copacabana,Entire home/apt,146,4,3,16,364
21678510,Marcus,Copacabana,Entire home/apt,177,2,36,1,348
15475304,Marina,Copacabana,Entire home/apt,289,2,57,1,78
11411976,Adolfo,Copacabana,Entire home/apt,300,2,1,31,31
5959329,André,Leme,Entire home/apt,428,2,4,1,340
201418761,Carlos,Copacabana,Entire home/apt,120,3,5,5,294
10048325,Maria,Copacabana,Entire home/apt,192,5,0,8,365
34765917,Humberto,Copacabana,Entire home/apt,165,1,29,6,360
27461035,Antonio Tomé De,Botafogo,Entire home/apt,199,1,0,1,0
16259352,Caio,Copacabana,Entire home/apt,349,5,3,1,365
30236633,Renato,Copacabana,Entire home/apt,398,3,1,1,83
67502863,Giuliano,Copacabana,Entire home/apt,177,1,9,1,352
2915201,Jules Rimet,Copacabana,Entire home/apt,349,3,1,31,351
48885537,Leda Santos,Barra da Tijuca,Entire home/apt,3756,1,0,1,365
2496682,André,Leme,Entire home/apt,135,5,0,1,306
5379447,Maite,Copacabana,Entire home/apt,300,28,2,5,362
103103903,Mayra,Leme,Entire home/apt,999,5,0,1,90
533666,Sandra Valéria,Copacabana,Entire home/apt,180,3,31,4,350
60469528,Karenina,Ipanema,Entire home/apt,252,3,1,1,83
127435327,Patricia,Ipanema,Entire home/apt,398,2,1,1,176
5354545,Daniel,Copacabana,Private room,90,1,6,2,132
107465765,Paolo,Copacabana,Private room,0,3,1,4,336
31275569,André,Ipanema,Entire home/apt,518,3,0,114,154
34463678,Marizete,Copacabana,Private room,68,3,33,2,360
48181162,Catharina,Copacabana,Entire home/apt,150,2,4,1,263
47885232,Felipe,Ipanema,Entire home/apt,300,7,3,1,12
91654021,Daniel,Copacabana,Entire home/apt,631,3,0,213,365
6522569,Malu,Copacabana,Entire home/apt,1502,1,0,1,365
155894895,Valéria,Copacabana,Private room,195,2,3,1,243
82175540,Nando,Jacarepaguá,Entire home/apt,680,2,0,2,362
43269364,El Misti,Copacabana,Shared room,38,1,2,4,190
10693629,Marlene,Copacabana,Entire home/apt,150,3,1,6,87
9774940,Sonia & Luciane,Copacabana,Entire home/apt,1998,4,1,7,362
61160776,Fran,Copacabana,Entire home/apt,1998,3,1,1,364
52454205,Luis,Copacabana,Private room,282,3,0,3,364
42860011,Cristina,Leme,Entire home/apt,699,3,0,6,14
24288534,Patricia,Copacabana,Entire home/apt,282,4,4,3,35
1309444,Sonia,Copacabana,Private room,150,4,42,3,208
21932301,Marcello,Leme,Entire home/apt,349,1,8,1,347
52461215,Aderbal,Copacabana,Entire home/apt,71,4,5,2,238
91728199,Angela,Copacabana,Entire home/apt,90,2,18,2,216
111192587,Antonio Pedro,Leme,Entire home/apt,500,3,2,1,17
20370177,Sylvie,Leme,Entire home/apt,203,5,8,17,244
7676117,Mayra,Leme,Entire home/apt,252,5,10,5,352
123967528,Caio,Copacabana,Entire home/apt,150,3,36,1,5
80105143,Mario Honorio,Copacabana,Entire home/apt,252,4,18,2,352
15222816,Felipe,Copacabana,Entire home/apt,252,6,1,2,179
5101332,Leila Maria,Leme,Entire home/apt,150,7,0,1,253
44940240,Daniel,Leme,Entire home/apt,300,2,3,10,363
1426830,Neyde,Copacabana,Private room,199,2,23,2,343
12870252,Valentina,Copacabana,Private room,263,5,6,1,365
16218554,Sonia,Copacabana,Entire home/apt,3500,10,0,1,365
87689349,Cristiane,Ipanema,Entire home/apt,526,3,1,1,358
61700567,Neli,Ipanema,Private room,120,3,0,1,341
164326786,Neiry,Copacabana,Entire home/apt,1100,3,1,4,361
2838933,Guilherme,Copacabana,Private room,109,2,99,2,362
178516998,Matheus,Freguesia (Jacarepaguá),Private room,79,1,0,1,365
2039483,Paulo Cesar,Anil,Private room,180,3,9,3,363
15276328,Marcia Roberta,Quintino Bocaiúva,Private room,75,2,2,1,363
64553263,Paloma,Freguesia (Jacarepaguá),Private room,252,7,0,1,358
6836857,Vanessa,Praça Seca,Private room,64,1,7,2,365
199817762,Vinícius,Campinho,Private room,86,30,0,1,180
12052359,Heleine Norman,Gardênia Azul,Private room,267,2,1,2,358
17175278,Elcio Molina,Penha Circular,Entire home/apt,195,2,2,7,116
103375635,Sergio,Irajá,Entire home/apt,109,3,0,5,354
181265230,Laercio,Tomás Coelho,Entire home/apt,150,3,0,1,351
48135268,Lua,Grajaú,Private room,120,3,0,1,87
64572968,Eduardo,Freguesia (Jacarepaguá),Private room,601,1,0,1,365
145322007,Pedro,Pechincha,Private room,150,1,0,1,83
84984178,Elson,Tomás Coelho,Entire home/apt,751,1,0,1,365
105967515,Chiara,Leme,Entire home/apt,560,5,0,1,365
10459831,Ozomatli,Inhaúma,Entire home/apt,188,1,3,4,81
182689974,Felipe,Urca,Entire home/apt,101,3,5,1,327
185544402,Rolando Lisboa De Mello,Urca,Entire home/apt,398,1,10,1,73
53027036,Paulo Cesar,Barra da Tijuca,Entire home/apt,939,10,0,1,363
202714040,Luana,Penha,Private room,131,1,0,2,365
85515018,Gladys,Cidade Universitária,Entire home/apt,267,1,0,1,89
202582304,Sergio,Barra de Guaratiba,Entire home/apt,259,2,0,1,50
14766091,José Márcio,Barra da Tijuca,Entire home/apt,252,2,6,1,364
159115170,Camile,Barra da Tijuca,Entire home/apt,300,2,0,1,180
148587426,Rafael,Del Castilho,Private room,49,1,0,3,364
83409636,Raphael,Del Castilho,Private room,188,7,0,1,89
87253336,Luís Henrique,Higienópolis,Private room,101,1,0,1,365
78240618,Pedro,Recreio dos Bandeirantes,Private room,500,5,0,1,89
10912478,Hilda Regina,Vargem Grande,Private room,64,3,0,6,90
57387767,Carol,Vargem Pequena,Private room,60,1,0,1,365
50466412,André,Recreio dos Bandeirantes,Private room,826,1,0,1,365
14375485,Bianca,Freguesia (Jacarepaguá),Entire home/apt,1998,1,0,1,365
79331468,Maria Da Conceição,Vargem Pequena,Private room,511,1,2,1,89
163203084,Fabio,São Conrado,Private room,199,1,0,1,363
85367658,Fernanda,Cachambi,Entire home/apt,120,1,0,1,89
4005407,Erika,Barra da Tijuca,Entire home/apt,601,2,0,38,364
86062199,Jose,Recreio dos Bandeirantes,Entire home/apt,105,2,0,2,363
84972028,José Ricardo,Vargem Pequena,Entire home/apt,999,30,0,1,363
83128963,Annina,Recreio dos Bandeirantes,Entire home/apt,548,2,0,1,88
2163079,Stanislas,São Conrado,Private room,71,1,3,8,245
15046902,Daniella,Freguesia (Jacarepaguá),Entire home/apt,578,7,0,1,365
31578461,Maysa,Freguesia (Jacarepaguá),Entire home/apt,999,1,0,2,253
59520348,Fellow,Freguesia (Jacarepaguá),Entire home/apt,999,2,0,1,365
79478871,Julio,Freguesia (Jacarepaguá),Entire home/apt,150,5,0,1,358
209374374,Dionea,Vargem Grande,Entire home/apt,60,2,0,2,364
15900036,Assunção De Fatima,Alto da Boa Vista,Entire home/apt,3801,1,1,15,365
62187564,Ronald,Vargem Grande,Entire home/apt,650,15,0,1,363
